Rowid_,VALUE,COUNT,US_200BPS,US_200EVT,BPS_MODEL,BPS_NAME,GROUPVEG,FRI_REPLAC,FRI_MIXED,FRI_SURFAC,FRI_ALLFIR,EVT_NAME,EVT_PHYS
,35220,482,798,9301,10280_4_6_7_12,Mediterranean California Mesic Mixed Conifer Forest and Woodland,Conifer,146.000000000000000,47,33,17.000000000000000,California Ruderal Grassland and Meadow,Exotic Herbaceous
,35234,405,839,9003,11530_7_8_9,Inter-Mountain Basins Greasewood Flat,Shrubland,1011.000000000000000,NA,NA,1011.000000000000000,Great Basin Foothill and Lower Montane Riparian Woodland,Riparian
,35240,188,787,7965,10010,Inter-Mountain Basins Sparsely Vegetated Systems,Sparse,0.000000000000000,NA,NA,0.000000000000000,Western Cool Temperate Close Grown Crop,Agricultural
,35244,5,825,9307,10810_7_8_9,Inter-Mountain Basins Mixed Salt Desert Scrub,Shrubland,692.000000000000000,NA,NA,692.000000000000000,Great Basin & Intermountain Introduced Annual and Biennial Forbland,Exotic Herbaceous
,35245,13015,622,7146,10110_9,Rocky Mountain Aspen Forest and Woodland,Hardwood,59.000000000000000,50,NA,27.000000000000000,Southern Rocky Mountain Montane-Subalpine Grassland,Grassland
,35246,13,712,9336,11590_21,Rocky Mountain Montane Riparian Systems,Riparian,180.000000000000000,NA,NA,180.000000000000000,Great Basin & Intermountain Ruderal Shrubland,Exotic Tree-Shrub
,35248,15,712,7127,11590_21,Rocky Mountain Montane Riparian Systems,Riparian,180.000000000000000,NA,NA,180.000000000000000,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrubland
,35249,33,704,9308,11260_21,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,50.000000000000000,NA,NA,50.000000000000000,Great Basin & Intermountain Introduced Annual Grassland,Exotic Herbaceous
,35255,181,637,9503,10800_1_7_8_9,Inter-Mountain Basins Big Sagebrush Shrubland,Shrubland,100.000000000000000,NA,NA,100.000000000000000,Great Basin Foothill and Lower Montane Riparian Shrubland,Riparian
,35266,626,827,7098,10980_7,California Montane Woodland and Chaparral,Shrubland,49.000000000000000,199,233,34.000000000000000,California Montane Woodland and Chaparral,Shrubland
,35270,530,640,9010,11230_1_7_8_9,Columbia Plateau Steppe and Grassland,Grassland,39.000000000000000,NA,NA,39.000000000000000,Inter-Mountain Basins Wash,Sparsely Vegetated
,35276,10049,2711,7019,10804_6_12_15_16_17_18_23_24_25,Inter-Mountain Basins Big Sagebrush Shrubland - Upland,Shrubland,120.000000000000000,NA,NA,120.000000000000000,Great Basin Pinyon-Juniper Woodland,Conifer
,35277,1228,2711,9503,10804_6_12_15_16_17_18_23_24_25,Inter-Mountain Basins Big Sagebrush Shrubland - Upland,Shrubland,120.000000000000000,NA,NA,120.000000000000000,Great Basin Foothill and Lower Montane Riparian Shrubland,Riparian
,35282,50,787,7295,10010,Inter-Mountain Basins Sparsely Vegetated Systems,Sparse,0.000000000000000,NA,NA,0.000000000000000,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads
,35290,609,839,7295,11530_7_8_9,Inter-Mountain Basins Greasewood Flat,Shrubland,1011.000000000000000,NA,NA,1011.000000000000000,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads
,35340,13397,797,7105,10270_2_3_7,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland,Conifer,332.000000000000000,32,12,8.000000000000000,Northern and Central California Dry-Mesic Chaparral,Shrubland
,35349,341,821,7011,10620_7_9,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,Shrubland,242.000000000000000,213,241,77.000000000000000,Rocky Mountain Aspen Forest and Woodland,Hardwood
,35376,123,1244,7199,11540_18,Inter-Mountain Basins Montane Riparian Systems,Riparian,175.000000000000000,NA,NA,175.000000000000000,Recently Disturbed Other-Shrub Cover,Shrubland
,35377,20,891,7086,10801_21_22_28,Inter-Mountain Basins Big Sagebrush Shrubland - Basin Big Sagebrush,Shrubland,73.000000000000000,NA,NA,73.000000000000000,Rocky Mountain Lower Montane-Foothill Shrubland,Shrubland
,35399,3,849,7084,11730_1_7,North Pacific Wooded Volcanic Flowage,Conifer,499.000000000000000,NA,NA,499.000000000000000,North Pacific Montane Shrubland,Shrubland
,35400,6,798,9307,10280_4_6_7_12,Mediterranean California Mesic Mixed Conifer Forest and Woodland,Conifer,146.000000000000000,47,33,17.000000000000000,Great Basin & Intermountain Introduced Annual and Biennial Forbland,Exotic Herbaceous
,35401,1,690,9308,10490_19_20_21_23_28_29,Rocky Mountain Foothill Limber Pine-Juniper Woodland,Conifer,397.000000000000000,NA,NA,397.000000000000000,Great Basin & Intermountain Introduced Annual Grassland,Exotic Herbaceous
,35403,2,884,9307,10540_22,Southern Rocky Mountain Ponderosa Pine Woodland,Conifer,165.000000000000000,49,19,13.000000000000000,Great Basin & Intermountain Introduced Annual and Biennial Forbland,Exotic Herbaceous
,35412,34,825,7299,10810_7_8_9,Inter-Mountain Basins Mixed Salt Desert Scrub,Shrubland,692.000000000000000,NA,NA,692.000000000000000,Developed-Roads,Developed-Roads
,35413,7,825,7904,10810_7_8_9,Inter-Mountain Basins Mixed Salt Desert Scrub,Shrubland,692.000000000000000,NA,NA,692.000000000000000,Western Cool Temperate Urban Shrubland,Developed
,35417,7,825,7296,10810_7_8_9,Inter-Mountain Basins Mixed Salt Desert Scrub,Shrubland,692.000000000000000,NA,NA,692.000000000000000,Developed-Low Intensity,Developed-Low Intensity
,35418,2,825,7903,10810_7_8_9,Inter-Mountain Basins Mixed Salt Desert Scrub,Shrubland,692.000000000000000,NA,NA,692.000000000000000,Western Cool Temperate Urban Herbaceous,Developed
,35425,1,893,7049,10810_22,Inter-Mountain Basins Mixed Salt Desert Scrub,Shrubland,442.000000000000000,NA,NA,442.000000000000000,Rocky Mountain Foothill Limber Pine-Juniper Woodland,Conifer
,35432,11,905,7195,11590_22,Rocky Mountain Montane Riparian Systems,Riparian,271.000000000000000,NA,80,62.000000000000000,Recently Burned-Herb and Grass Cover,Grassland
,35436,5,798,7134,10280_4_6_7_12,Mediterranean California Mesic Mixed Conifer Forest and Woodland,Conifer,146.000000000000000,47,33,17.000000000000000,Columbia Basin Foothill and Canyon Dry Grassland,Grassland
,35441,13,791,9828,10110_7,Rocky Mountain Aspen Forest and Woodland,Hardwood,125.000000000000000,101,NA,56.000000000000000,Interior Western North American Temperate Ruderal Grassland,Exotic Herbaceous
,35464,31,2711,9327,10804_6_12_15_16_17_18_23_24_25,Inter-Mountain Basins Big Sagebrush Shrubland - Upland,Shrubland,120.000000000000000,NA,NA,120.000000000000000,Interior West Ruderal Riparian Forest,Riparian
,35472,2223,2711,7127,10804_6_12_15_16_17_18_23_24_25,Inter-Mountain Basins Big Sagebrush Shrubland - Upland,Shrubland,120.000000000000000,NA,NA,120.000000000000000,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrubland
,35522,24671,636,7146,10790_6_9_10_12_16_17_18,Great Basin Xeric Mixed Sagebrush Shrubland,Shrubland,94.000000000000000,830,NA,84.000000000000000,Southern Rocky Mountain Montane-Subalpine Grassland,Grassland
,35551,16,889,7072,10660_22,Inter-Mountain Basins Mat Saltbush Shrubland,Shrubland,0.000000000000000,NA,NA,0.000000000000000,Wyoming Basins Dwarf Sagebrush Shrubland and Steppe,Shrubland
,35603,14,891,7942,10801_21_22_28,Inter-Mountain Basins Big Sagebrush Shrubland - Basin Big Sagebrush,Shrubland,73.000000000000000,NA,NA,73.000000000000000,Western Cool Temperate Developed Ruderal Mixed Forested Wetland,Developed
,35614,1261,798,7964,10280_4_6_7_12,Mediterranean California Mesic Mixed Conifer Forest and Woodland,Conifer,146.000000000000000,47,33,17.000000000000000,Western Cool Temperate Row Crop,Agricultural
,35628,3,690,9307,10490_19_20_21_23_28_29,Rocky Mountain Foothill Limber Pine-Juniper Woodland,Conifer,397.000000000000000,NA,NA,397.000000000000000,Great Basin & Intermountain Introduced Annual and Biennial Forbland,Exotic Herbaceous
,35629,1,881,7197,10490_16_22,Rocky Mountain Foothill Limber Pine-Juniper Woodland,Conifer,215.000000000000000,NA,NA,215.000000000000000,Recently Burned-Tree Cover,Conifer
,35637,118,630,7061,10532_7_9,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna - Xeric,Conifer,255.000000000000000,101,137,47.000000000000000,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Conifer-Hardwood
,35640,26,820,7105,10600_1_2_7,East Cascades Oak-Ponderosa Pine Forest and Woodland,Conifer,384.000000000000000,634,31,28.000000000000000,Northern and Central California Dry-Mesic Chaparral,Shrubland
,35641,215,623,7061,10170_6_7_8_9_12_18,Columbia Plateau Western Juniper Woodland and Savanna,Conifer,437.000000000000000,271,NA,167.000000000000000,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Conifer-Hardwood
,35645,1327,800,7105,10300_2_3_4_5_6_7,Mediterranean California Lower Montane Black Oak-Conifer Forest and Woodland,Conifer,176.000000000000000,38,15,10.000000000000000,Northern and Central California Dry-Mesic Chaparral,Shrubland
,35647,1284,654,7061,11590_8_9,Rocky Mountain Montane Riparian Systems,Riparian,100.000000000000000,100,NA,50.000000000000000,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Conifer-Hardwood
,35650,1235,800,9301,10300_2_3_4_5_6_7,Mediterranean California Lower Montane Black Oak-Conifer Forest and Woodland,Conifer,176.000000000000000,38,15,10.000000000000000,California Ruderal Grassland and Meadow,Exotic Herbaceous
,35654,18,820,9301,10600_1_2_7,East Cascades Oak-Ponderosa Pine Forest and Woodland,Conifer,384.000000000000000,634,31,28.000000000000000,California Ruderal Grassland and Meadow,Exotic Herbaceous
,35655,3,843,7105,11582_1_2_7,North Pacific Montane Riparian Woodland and Shrubland - Dry,Riparian,463.000000000000000,234,NA,155.000000000000000,Northern and Central California Dry-Mesic Chaparral,Shrubland
,35661,24,800,7662,10300_2_3_4_5_6_7,Mediterranean California Lower Montane Black Oak-Conifer Forest and Woodland,Conifer,176.000000000000000,38,15,10.000000000000000,Temperate Pacific Freshwater Emergent Marsh,Riparian
,35663,3,905,7196,11590_22,Rocky Mountain Montane Riparian Systems,Riparian,271.000000000000000,NA,80,62.000000000000000,Recently Burned-Shrub Cover,Shrubland
,35667,1,844,7964,11650_1_7_8,Northern Rocky Mountain Foothill Conifer Wooded Steppe,Conifer,125.000000000000000,396,125,54.000000000000000,Western Cool Temperate Row Crop,Agricultural
,35668,9,821,9005,10620_7_9,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,Shrubland,242.000000000000000,213,241,77.000000000000000,Inter-Mountain Basins Alkaline Closed Depression,Riparian
,35669,15,821,9309,10620_7_9,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,Shrubland,242.000000000000000,213,241,77.000000000000000,Great Basin & Intermountain Introduced Perennial Grassland and Forbland,Exotic Herbaceous
,35672,2,889,9309,10660_22,Inter-Mountain Basins Mat Saltbush Shrubland,Shrubland,0.000000000000000,NA,NA,0.000000000000000,Great Basin & Intermountain Introduced Perennial Grassland and Forbland,Exotic Herbaceous
,35678,692,655,7061,11600_8_9,Rocky Mountain Subalpine/Upper Montane Riparian Systems,Riparian,202.000000000000000,134,NA,80.000000000000000,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Conifer-Hardwood
,35705,316,840,7105,11540_1_7_8_9,Inter-Mountain Basins Montane Riparian Systems,Riparian,100.000000000000000,NA,NA,100.000000000000000,Northern and Central California Dry-Mesic Chaparral,Shrubland
,35712,255,658,7061,11660_9_10_19,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Conifer,113.000000000000000,54,106,27.000000000000000,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Conifer-Hardwood
,35714,475,622,9030,10110_9,Rocky Mountain Aspen Forest and Woodland,Hardwood,59.000000000000000,50,NA,27.000000000000000,Columbia Plateau Silver Sagebrush Seasonally Flooded Shrub-Steppe,Riparian
,35723,1,900,7153,11350_22,Inter-Mountain Basins Semi-Desert Grassland,Grassland,25.000000000000000,NA,NA,25.000000000000000,Inter-Mountain Basins Greasewood Flat,Shrubland
,35727,3,416,7923,10110_6_10_12_17_18_19,Rocky Mountain Aspen Forest and Woodland,Hardwood,68.000000000000000,57,NA,31.000000000000000,Western Cool Temperate Developed Ruderal Shrubland,Developed
,35731,3,900,7049,11350_22,Inter-Mountain Basins Semi-Desert Grassland,Grassland,25.000000000000000,NA,NA,25.000000000000000,Rocky Mountain Foothill Limber Pine-Juniper Woodland,Conifer
,35737,1,900,9019,11350_22,Inter-Mountain Basins Semi-Desert Grassland,Grassland,25.000000000000000,NA,NA,25.000000000000000,Rocky Mountain Lower Montane-Foothill Riparian Woodland,Riparian
,35743,17,690,9309,10490_19_20_21_23_28_29,Rocky Mountain Foothill Limber Pine-Juniper Woodland,Conifer,397.000000000000000,NA,NA,397.000000000000000,Great Basin & Intermountain Introduced Perennial Grassland and Forbland,Exotic Herbaceous
,35746,10,800,7156,10300_2_3_4_5_6_7,Mediterranean California Lower Montane Black Oak-Conifer Forest and Woodland,Conifer,176.000000000000000,38,15,10.000000000000000,North Pacific Lowland Riparian Forest,Riparian
,35754,124,821,9011,10620_7_9,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,Shrubland,242.000000000000000,213,241,77.000000000000000,North American Arid West Emergent Marsh,Riparian
,35764,4,1244,7140,11540_18,Inter-Mountain Basins Montane Riparian Systems,Riparian,175.000000000000000,NA,NA,175.000000000000000,Northern Rocky Mountain Subalpine-Upper Montane Grassland,Grassland
,35768,43,843,9301,11582_1_2_7,North Pacific Montane Riparian Woodland and Shrubland - Dry,Riparian,463.000000000000000,234,NA,155.000000000000000,California Ruderal Grassland and Meadow,Exotic Herbaceous
,35769,43759,1243,7968,11530_6_10_12_13_17_18_19_21,Inter-Mountain Basins Greasewood Flat,Shrubland,1037.000000000000000,NA,NA,1037.000000000000000,Western Cool Temperate Wheat,Agricultural
,35770,48,844,7965,11650_1_7_8,Northern Rocky Mountain Foothill Conifer Wooded Steppe,Conifer,125.000000000000000,396,125,54.000000000000000,Western Cool Temperate Close Grown Crop,Agricultural
,35775,12,704,9307,11260_21,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,50.000000000000000,NA,NA,50.000000000000000,Great Basin & Intermountain Introduced Annual and Biennial Forbland,Exotic Herbaceous
,35789,560,2710,9006,10803_6_12_15_16_17_18_23_24_25,Inter-Mountain Basins Big Sagebrush Shrubland - Semi-Desert,Shrubland,151.000000000000000,NA,NA,151.000000000000000,Inter-Mountain Basins Cliff and Canyon,Sparsely Vegetated
,35792,2,800,7199,10300_2_3_4_5_6_7,Mediterranean California Lower Montane Black Oak-Conifer Forest and Woodland,Conifer,176.000000000000000,38,15,10.000000000000000,Recently Disturbed Other-Shrub Cover,Shrubland
,35800,48,821,9308,10620_7_9,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,Shrubland,242.000000000000000,213,241,77.000000000000000,Great Basin & Intermountain Introduced Annual Grassland,Exotic Herbaceous
,35805,1,900,7297,11350_22,Inter-Mountain Basins Semi-Desert Grassland,Grassland,25.000000000000000,NA,NA,25.000000000000000,Developed-Medium Intensity,Developed-Medium Intensity
,35813,72,840,9301,11540_1_7_8_9,Inter-Mountain Basins Montane Riparian Systems,Riparian,100.000000000000000,NA,NA,100.000000000000000,California Ruderal Grassland and Meadow,Exotic Herbaceous
,35814,43975,638,9011,10810_7_8_9,Inter-Mountain Basins Mixed Salt Desert Scrub,Shrubland,692.000000000000000,NA,NA,692.000000000000000,North American Arid West Emergent Marsh,Riparian
,35815,11,900,7126,11350_22,Inter-Mountain Basins Semi-Desert Grassland,Grassland,25.000000000000000,NA,NA,25.000000000000000,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland
,35822,2,415,7125,10060,Rocky Mountain Alpine/Montane Sparsely Vegetated Systems,Sparse,0.000000000000000,NA,NA,0.000000000000000,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland
,35828,24,881,7297,10490_16_22,Rocky Mountain Foothill Limber Pine-Juniper Woodland,Conifer,215.000000000000000,NA,NA,215.000000000000000,Developed-Medium Intensity,Developed-Medium Intensity
,35836,1,712,9329,11590_21,Rocky Mountain Montane Riparian Systems,Riparian,180.000000000000000,NA,NA,180.000000000000000,Western North American Ruderal Wet Shrubland,Riparian
,35839,6841,638,9030,10810_7_8_9,Inter-Mountain Basins Mixed Salt Desert Scrub,Shrubland,692.000000000000000,NA,NA,692.000000000000000,Columbia Plateau Silver Sagebrush Seasonally Flooded Shrub-Steppe,Riparian
,35848,10,820,7098,10600_1_2_7,East Cascades Oak-Ponderosa Pine Forest and Woodland,Conifer,384.000000000000000,634,31,28.000000000000000,California Montane Woodland and Chaparral,Shrubland
,35866,2,416,7297,10110_6_10_12_17_18_19,Rocky Mountain Aspen Forest and Woodland,Hardwood,68.000000000000000,57,NA,31.000000000000000,Developed-Medium Intensity,Developed-Medium Intensity
,35872,2429,638,9010,10810_7_8_9,Inter-Mountain Basins Mixed Salt Desert Scrub,Shrubland,692.000000000000000,NA,NA,692.000000000000000,Inter-Mountain Basins Wash,Sparsely Vegetated
,35875,74,824,7011,10800_1_7_8_9,Inter-Mountain Basins Big Sagebrush Shrubland,Shrubland,100.000000000000000,NA,NA,100.000000000000000,Rocky Mountain Aspen Forest and Woodland,Hardwood
,35880,3,800,9272,10300_2_3_4_5_6_7,Mediterranean California Lower Montane Black Oak-Conifer Forest and Woodland,Conifer,176.000000000000000,38,15,10.000000000000000,Temperate Pacific Subalpine-Montane Wet Meadow,Riparian
,35883,6982,801,7196,10310_7,California Montane Jeffrey Pine(-Ponderosa Pine) Woodland,Conifer,202.000000000000000,118,26,19.000000000000000,Recently Burned-Shrub Cover,Shrubland
,35887,163,715,7086,11660_21,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Conifer,297.000000000000000,47,NA,40.000000000000000,Rocky Mountain Lower Montane-Foothill Shrubland,Shrubland
,35890,1080,1238,9003,11250_6_12_13_15_16_17_18_23_24_25_28,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,117.000000000000000,NA,NA,117.000000000000000,Great Basin Foothill and Lower Montane Riparian Woodland,Riparian
,35894,1,426,7943,10620_10_19_21_29_31,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,Shrubland,290.000000000000000,151,239,70.000000000000000,Western Cool Temperate Developed Ruderal Shrub Wetland,Developed
,35914,1,827,7195,10980_7,California Montane Woodland and Chaparral,Shrubland,49.000000000000000,199,233,34.000000000000000,Recently Burned-Herb and Grass Cover,Grassland
,35918,61,640,7061,11230_1_7_8_9,Columbia Plateau Steppe and Grassland,Grassland,39.000000000000000,NA,NA,39.000000000000000,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Conifer-Hardwood
,35926,724,620,9005,10010,Inter-Mountain Basins Sparsely Vegetated Systems,Sparse,0.000000000000000,NA,NA,0.000000000000000,Inter-Mountain Basins Alkaline Closed Depression,Riparian
,35938,262,1238,9010,11250_6_12_13_15_16_17_18_23_24_25_28,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,117.000000000000000,NA,NA,117.000000000000000,Inter-Mountain Basins Wash,Sparsely Vegetated
,35943,1,1245,9010,11590_18,Rocky Mountain Montane Riparian Systems,Riparian,174.000000000000000,NA,NA,174.000000000000000,Inter-Mountain Basins Wash,Sparsely Vegetated
,35944,19,1239,7140,11260_6_12_17_18_28,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,49.000000000000000,NA,NA,49.000000000000000,Northern Rocky Mountain Subalpine-Upper Montane Grassland,Grassland
,35954,10,878,7904,10010,Inter-Mountain Basins Sparsely Vegetated Systems,Sparse,0.000000000000000,NA,NA,0.000000000000000,Western Cool Temperate Urban Shrubland,Developed
,35958,446,638,9008,10810_7_8_9,Inter-Mountain Basins Mixed Salt Desert Scrub,Shrubland,692.000000000000000,NA,NA,692.000000000000000,Inter-Mountain Basins Playa,Sparsely Vegetated
,35964,2,791,7967,10110_7,Rocky Mountain Aspen Forest and Woodland,Hardwood,125.000000000000000,101,NA,56.000000000000000,Western Cool Temperate Pasture and Hayland,Agricultural
,35975,3652,800,7098,10300_2_3_4_5_6_7,Mediterranean California Lower Montane Black Oak-Conifer Forest and Woodland,Conifer,176.000000000000000,38,15,10.000000000000000,California Montane Woodland and Chaparral,Shrubland
,35976,22,799,7105,10290_2_3_4_5_6_7_12,Mediterranean California Mixed Oak Woodland,Hardwood,287.000000000000000,33,11,8.000000000000000,Northern and Central California Dry-Mesic Chaparral,Shrubland
,35978,28,849,7017,11730_1_7,North Pacific Wooded Volcanic Flowage,Conifer,499.000000000000000,NA,NA,499.000000000000000,Columbia Plateau Western Juniper Woodland and Savanna,Conifer
,35992,581,827,7105,10980_7,California Montane Woodland and Chaparral,Shrubland,49.000000000000000,199,233,34.000000000000000,Northern and Central California Dry-Mesic Chaparral,Shrubland
,36006,382,827,9301,10980_7,California Montane Woodland and Chaparral,Shrubland,49.000000000000000,199,233,34.000000000000000,California Ruderal Grassland and Meadow,Exotic Herbaceous
,36007,20,849,7126,11730_1_7,North Pacific Wooded Volcanic Flowage,Conifer,499.000000000000000,NA,NA,499.000000000000000,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland
,36010,450,821,9328,10620_7_9,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,Shrubland,242.000000000000000,213,241,77.000000000000000,Interior Western North American Temperate Ruderal Shrubland,Exotic Tree-Shrub
,36013,1316,840,7098,11540_1_7_8_9,Inter-Mountain Basins Montane Riparian Systems,Riparian,100.000000000000000,NA,NA,100.000000000000000,California Montane Woodland and Chaparral,Shrubland
,36021,80,638,7019,10810_7_8_9,Inter-Mountain Basins Mixed Salt Desert Scrub,Shrubland,692.000000000000000,NA,NA,692.000000000000000,Great Basin Pinyon-Juniper Woodland,Conifer
,36026,81825,1238,9030,11250_6_12_13_15_16_17_18_23_24_25_28,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,117.000000000000000,NA,NA,117.000000000000000,Columbia Plateau Silver Sagebrush Seasonally Flooded Shrub-Steppe,Riparian
,36027,198,1222,7125,10460_18,Northern Rocky Mountain Subalpine Woodland and Parkland,Conifer,224.000000000000000,377,57,40.000000000000000,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland
,36034,50,825,9308,10810_7_8_9,Inter-Mountain Basins Mixed Salt Desert Scrub,Shrubland,692.000000000000000,NA,NA,692.000000000000000,Great Basin & Intermountain Introduced Annual Grassland,Exotic Herbaceous
,36035,18427,1244,9030,11540_18,Inter-Mountain Basins Montane Riparian Systems,Riparian,175.000000000000000,NA,NA,175.000000000000000,Columbia Plateau Silver Sagebrush Seasonally Flooded Shrub-Steppe,Riparian
,36037,10,838,7098,11520_2_3_7,California Montane Riparian Systems,Riparian,63.000000000000000,79,NA,35.000000000000000,California Montane Woodland and Chaparral,Shrubland
,36039,2,1226,7165,10550_18,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer,175.000000000000000,694,NA,140.000000000000000,Northern Rocky Mountain Foothill Conifer Wooded Steppe,Conifer
,36046,7,810,7124,10412_1_7,North Pacific Mountain Hemlock Forest - Xeric,Conifer,290.000000000000000,601,1004,164.000000000000000,Columbia Plateau Low Sagebrush Steppe,Shrubland
,36047,947,713,9329,11600_21,Rocky Mountain Subalpine/Upper Montane Riparian Systems,Riparian,329.000000000000000,2813,NA,295.000000000000000,Western North American Ruderal Wet Shrubland,Riparian
,36050,1455,638,9329,10810_7_8_9,Inter-Mountain Basins Mixed Salt Desert Scrub,Shrubland,692.000000000000000,NA,NA,692.000000000000000,Western North American Ruderal Wet Shrubland,Riparian
,36054,3784,1222,7106,10460_18,Northern Rocky Mountain Subalpine Woodland and Parkland,Conifer,224.000000000000000,377,57,40.000000000000000,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland
,36055,95,1222,7139,10460_18,Northern Rocky Mountain Subalpine Woodland and Parkland,Conifer,224.000000000000000,377,57,40.000000000000000,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland
,36064,26,1245,7081,11590_18,Rocky Mountain Montane Riparian Systems,Riparian,174.000000000000000,NA,NA,174.000000000000000,Inter-Mountain Basins Mixed Salt Desert Scrub,Shrubland
,36065,29,1222,9328,10460_18,Northern Rocky Mountain Subalpine Woodland and Parkland,Conifer,224.000000000000000,377,57,40.000000000000000,Interior Western North American Temperate Ruderal Shrubland,Exotic Tree-Shrub
,36075,27,653,9032,11540_1_7_8_9,Inter-Mountain Basins Montane Riparian Systems,Riparian,100.000000000000000,NA,NA,100.000000000000000,Columbia Plateau Ash and Tuff Badland,Sparsely Vegetated
,36076,347,1239,9018,11260_6_12_17_18_28,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,49.000000000000000,NA,NA,49.000000000000000,Rocky Mountain Cliff Canyon and Massive Bedrock,Sparsely Vegetated
,36081,3286,1238,9018,11250_6_12_13_15_16_17_18_23_24_25_28,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,117.000000000000000,NA,NA,117.000000000000000,Rocky Mountain Cliff Canyon and Massive Bedrock,Sparsely Vegetated
,36082,3,713,9309,11600_21,Rocky Mountain Subalpine/Upper Montane Riparian Systems,Riparian,329.000000000000000,2813,NA,295.000000000000000,Great Basin & Intermountain Introduced Perennial Grassland and Forbland,Exotic Herbaceous
,36090,1,905,9008,11590_22,Rocky Mountain Montane Riparian Systems,Riparian,271.000000000000000,NA,80,62.000000000000000,Inter-Mountain Basins Playa,Sparsely Vegetated
,36092,3,821,7081,10620_7_9,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,Shrubland,242.000000000000000,213,241,77.000000000000000,Inter-Mountain Basins Mixed Salt Desert Scrub,Shrubland
,36093,34,704,9329,11260_21,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,50.000000000000000,NA,NA,50.000000000000000,Western North American Ruderal Wet Shrubland,Riparian
,36094,1,713,9505,11600_21,Rocky Mountain Subalpine/Upper Montane Riparian Systems,Riparian,329.000000000000000,2813,NA,295.000000000000000,Great Basin Foothill and Lower Montane Riparian Herbaceous,Riparian
,36109,651,1235,7145,11060_18,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland,100.000000000000000,78,NA,44.000000000000000,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland
,36110,8290,1235,7125,11060_18,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland,100.000000000000000,78,NA,44.000000000000000,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland
,36112,42016,839,7124,11530_7_8_9,Inter-Mountain Basins Greasewood Flat,Shrubland,1011.000000000000000,NA,NA,1011.000000000000000,Columbia Plateau Low Sagebrush Steppe,Shrubland
,36113,1,1241,9308,11350_7_8_9_10_12_17_18,Inter-Mountain Basins Semi-Desert Grassland,Grassland,81.000000000000000,NA,NA,81.000000000000000,Great Basin & Intermountain Introduced Annual Grassland,Exotic Herbaceous
,36114,344,1239,9017,11260_6_12_17_18_28,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,49.000000000000000,NA,NA,49.000000000000000,Rocky Mountain Alpine-Montane Wet Meadow,Riparian
,36116,51,1241,7125,11350_7_8_9_10_12_17_18,Inter-Mountain Basins Semi-Desert Grassland,Grassland,81.000000000000000,NA,NA,81.000000000000000,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland
