Rowid_,VALUE,COUNT,US_200BPS,US_200EVT,BPS_MODEL,BPS_NAME,GROUPVEG,FRI_REPLAC,FRI_MIXED,FRI_SURFAC,FRI_ALLFIR,EVT_NAME,EVT_PHYS
,2,10586297,11,7292,na,Open Water,Open Water,0.000000000000000,NA,NA,0.000000000000000,Open Water,Open Water
,321,110786,31,7733,na,Barren-Rock/Sand/Clay,Barren-Rock/Sand/Clay,0.000000000000000,NA,NA,0.000000000000000,North Pacific Montane Massive Bedrock-Cliff and Talus,Sparsely Vegetated
,593,15429,12,7735,na,Perennial Ice/Snow,Perennial Ice/Snow,0.000000000000000,NA,NA,0.000000000000000,North American Glacier and Ice Field,Snow-Ice
,1371,547868,31,9006,na,Barren-Rock/Sand/Clay,Barren-Rock/Sand/Clay,0.000000000000000,NA,NA,0.000000000000000,Inter-Mountain Basins Cliff and Canyon,Sparsely Vegetated
,1854,551493,31,9004,na,Barren-Rock/Sand/Clay,Barren-Rock/Sand/Clay,0.000000000000000,NA,NA,0.000000000000000,Inter-Mountain Basins Active and Stabilized Dune,Sparsely Vegetated
,1871,7909,417,7125,10451_10_19,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest - Ponderosa Pine-Douglas-fir,Conifer,147.000000000000000,52,39,19.000000000000000,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland
,1872,43,417,9006,10451_10_19,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest - Ponderosa Pine-Douglas-fir,Conifer,147.000000000000000,52,39,19.000000000000000,Inter-Mountain Basins Cliff and Canyon,Sparsely Vegetated
,1875,7007,417,7106,10451_10_19,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest - Ponderosa Pine-Douglas-fir,Conifer,147.000000000000000,52,39,19.000000000000000,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland
,1876,1908,417,7139,10451_10_19,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest - Ponderosa Pine-Douglas-fir,Conifer,147.000000000000000,52,39,19.000000000000000,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland
,1882,21,417,9828,10451_10_19,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest - Ponderosa Pine-Douglas-fir,Conifer,147.000000000000000,52,39,19.000000000000000,Interior Western North American Temperate Ruderal Grassland,Exotic Herbaceous
,1884,1,417,9308,10451_10_19,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest - Ponderosa Pine-Douglas-fir,Conifer,147.000000000000000,52,39,19.000000000000000,Great Basin & Intermountain Introduced Annual Grassland,Exotic Herbaceous
,1885,984,440,7139,11390_10_19,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland,17.000000000000000,NA,NA,17.000000000000000,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland
,1891,3015,440,7125,11390_10_19,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland,17.000000000000000,NA,NA,17.000000000000000,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland
,1892,25,440,9828,11390_10_19,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland,17.000000000000000,NA,NA,17.000000000000000,Interior Western North American Temperate Ruderal Grassland,Exotic Herbaceous
,1894,180108,435,7125,11250_1_7_8_9_10_19,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,59.000000000000000,NA,NA,59.000000000000000,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland
,1899,61515,435,7139,11250_1_7_8_9_10_19,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,59.000000000000000,NA,NA,59.000000000000000,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland
,1903,282,434,7139,11240_10_12_17_18_19_21,Columbia Plateau Low Sagebrush Steppe,Shrubland,200.000000000000000,NA,NA,200.000000000000000,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland
,1906,2261,417,7165,10451_10_19,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest - Ponderosa Pine-Douglas-fir,Conifer,147.000000000000000,52,39,19.000000000000000,Northern Rocky Mountain Foothill Conifer Wooded Steppe,Conifer
,1907,26705,417,7045,10451_10_19,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest - Ponderosa Pine-Douglas-fir,Conifer,147.000000000000000,52,39,19.000000000000000,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Conifer
,1909,1208,434,7125,11240_10_12_17_18_19_21,Columbia Plateau Low Sagebrush Steppe,Shrubland,200.000000000000000,NA,NA,200.000000000000000,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland
,1912,7945,440,7106,11390_10_19,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland,17.000000000000000,NA,NA,17.000000000000000,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland
,1913,25238,417,7053,10451_10_19,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest - Ponderosa Pine-Douglas-fir,Conifer,147.000000000000000,52,39,19.000000000000000,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Conifer
,1917,62885,436,7139,11260_1_7_8_9_10_19,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,31.000000000000000,NA,NA,31.000000000000000,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland
,1922,5443,435,9828,11250_1_7_8_9_10_19,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,59.000000000000000,NA,NA,59.000000000000000,Interior Western North American Temperate Ruderal Grassland,Exotic Herbaceous
,1923,696,435,7134,11250_1_7_8_9_10_19,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,59.000000000000000,NA,NA,59.000000000000000,Columbia Basin Foothill and Canyon Dry Grassland,Grassland
,1925,4591,435,7053,11250_1_7_8_9_10_19,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,59.000000000000000,NA,NA,59.000000000000000,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Conifer
,1926,18769,440,7053,11390_10_19,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland,17.000000000000000,NA,NA,17.000000000000000,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Conifer
,1927,1429,440,7165,11390_10_19,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland,17.000000000000000,NA,NA,17.000000000000000,Northern Rocky Mountain Foothill Conifer Wooded Steppe,Conifer
,1929,1185,434,7106,11240_10_12_17_18_19_21,Columbia Plateau Low Sagebrush Steppe,Shrubland,200.000000000000000,NA,NA,200.000000000000000,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland
,1930,3181,440,7045,11390_10_19,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland,17.000000000000000,NA,NA,17.000000000000000,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Conifer
,1933,2762,446,7045,11590_10_19,Rocky Mountain Montane Riparian Systems,Riparian,100.000000000000000,100,NA,50.000000000000000,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Conifer
,1936,278,433,7125,11230_10_18,Columbia Plateau Steppe and Grassland,Grassland,50.000000000000000,NA,NA,50.000000000000000,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland
,1937,9007,436,7053,11260_1_7_8_9_10_19,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,31.000000000000000,NA,NA,31.000000000000000,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Conifer
,1942,13879,436,7123,11260_1_7_8_9_10_19,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,31.000000000000000,NA,NA,31.000000000000000,Columbia Plateau Steppe and Grassland,Grassland
,1943,4860,446,7053,11590_10_19,Rocky Mountain Montane Riparian Systems,Riparian,100.000000000000000,100,NA,50.000000000000000,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Conifer
,1944,9977,435,7123,11250_1_7_8_9_10_19,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,59.000000000000000,NA,NA,59.000000000000000,Columbia Plateau Steppe and Grassland,Grassland
,1945,200029,436,7125,11260_1_7_8_9_10_19,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,31.000000000000000,NA,NA,31.000000000000000,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland
,1946,4004,446,9012,11590_10_19,Rocky Mountain Montane Riparian Systems,Riparian,100.000000000000000,100,NA,50.000000000000000,Northern Rocky Mountain Lower Montane Riparian Woodland,Riparian
,1947,3930,446,9017,11590_10_19,Rocky Mountain Montane Riparian Systems,Riparian,100.000000000000000,100,NA,50.000000000000000,Rocky Mountain Alpine-Montane Wet Meadow,Riparian
,1949,150,427,7106,10650_1_8_9_10,Columbia Plateau Scabland Shrubland,Shrubland,249.000000000000000,NA,NA,249.000000000000000,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland
,1950,42799,435,7106,11250_1_7_8_9_10_19,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,59.000000000000000,NA,NA,59.000000000000000,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland
,1951,2,427,7123,10650_1_8_9_10,Columbia Plateau Scabland Shrubland,Shrubland,249.000000000000000,NA,NA,249.000000000000000,Columbia Plateau Steppe and Grassland,Grassland
,1952,231,427,7125,10650_1_8_9_10,Columbia Plateau Scabland Shrubland,Shrubland,249.000000000000000,NA,NA,249.000000000000000,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland
,1956,259,434,7053,11240_10_12_17_18_19_21,Columbia Plateau Low Sagebrush Steppe,Shrubland,200.000000000000000,NA,NA,200.000000000000000,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Conifer
,1959,269,446,7195,11590_10_19,Rocky Mountain Montane Riparian Systems,Riparian,100.000000000000000,100,NA,50.000000000000000,Recently Burned-Herb and Grass Cover,Grassland
,1960,129,417,7196,10451_10_19,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest - Ponderosa Pine-Douglas-fir,Conifer,147.000000000000000,52,39,19.000000000000000,Recently Burned-Shrub Cover,Shrubland
,1961,5215,446,9512,11590_10_19,Rocky Mountain Montane Riparian Systems,Riparian,100.000000000000000,100,NA,50.000000000000000,Northern Rocky Mountain Lower Montane Riparian Shrubland,Riparian
,1968,3,427,9828,10650_1_8_9_10,Columbia Plateau Scabland Shrubland,Shrubland,249.000000000000000,NA,NA,249.000000000000000,Interior Western North American Temperate Ruderal Grassland,Exotic Herbaceous
,1969,24,434,7045,11240_10_12_17_18_19_21,Columbia Plateau Low Sagebrush Steppe,Shrubland,200.000000000000000,NA,NA,200.000000000000000,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Conifer
,1970,6929,446,9329,11590_10_19,Rocky Mountain Montane Riparian Systems,Riparian,100.000000000000000,100,NA,50.000000000000000,Western North American Ruderal Wet Shrubland,Riparian
,1971,1703,446,7139,11590_10_19,Rocky Mountain Montane Riparian Systems,Riparian,100.000000000000000,100,NA,50.000000000000000,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland
,1972,180,417,7195,10451_10_19,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest - Ponderosa Pine-Douglas-fir,Conifer,147.000000000000000,52,39,19.000000000000000,Recently Burned-Herb and Grass Cover,Grassland
,1974,21725,435,9308,11250_1_7_8_9_10_19,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,59.000000000000000,NA,NA,59.000000000000000,Great Basin & Intermountain Introduced Annual Grassland,Exotic Herbaceous
,1975,8703,446,9011,11590_10_19,Rocky Mountain Montane Riparian Systems,Riparian,100.000000000000000,100,NA,50.000000000000000,North American Arid West Emergent Marsh,Riparian
,1976,1,425,7139,10560_10_19,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer,180.000000000000000,NA,NA,180.000000000000000,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland
,1977,9,425,7195,10560_10_19,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer,180.000000000000000,NA,NA,180.000000000000000,Recently Burned-Herb and Grass Cover,Grassland
,1981,63710,436,7106,11260_1_7_8_9_10_19,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,31.000000000000000,NA,NA,31.000000000000000,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland
,1982,151,427,7053,10650_1_8_9_10,Columbia Plateau Scabland Shrubland,Shrubland,249.000000000000000,NA,NA,249.000000000000000,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Conifer
,1983,1460,446,9828,11590_10_19,Rocky Mountain Montane Riparian Systems,Riparian,100.000000000000000,100,NA,50.000000000000000,Interior Western North American Temperate Ruderal Grassland,Exotic Herbaceous
,1984,482,435,7045,11250_1_7_8_9_10_19,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,59.000000000000000,NA,NA,59.000000000000000,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Conifer
,1985,4662,446,7106,11590_10_19,Rocky Mountain Montane Riparian Systems,Riparian,100.000000000000000,100,NA,50.000000000000000,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland
,1989,43,427,7045,10650_1_8_9_10,Columbia Plateau Scabland Shrubland,Shrubland,249.000000000000000,NA,NA,249.000000000000000,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Conifer
,1990,122,425,7045,10560_10_19,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer,180.000000000000000,NA,NA,180.000000000000000,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Conifer
,1991,2,425,7196,10560_10_19,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer,180.000000000000000,NA,NA,180.000000000000000,Recently Burned-Shrub Cover,Shrubland
,1993,69,427,7139,10650_1_8_9_10,Columbia Plateau Scabland Shrubland,Shrubland,249.000000000000000,NA,NA,249.000000000000000,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland
,1994,7289,435,7195,11250_1_7_8_9_10_19,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,59.000000000000000,NA,NA,59.000000000000000,Recently Burned-Herb and Grass Cover,Grassland
,1996,898,440,7126,11390_10_19,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland,17.000000000000000,NA,NA,17.000000000000000,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland
,1997,6321,436,9828,11260_1_7_8_9_10_19,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,31.000000000000000,NA,NA,31.000000000000000,Interior Western North American Temperate Ruderal Grassland,Exotic Herbaceous
,2001,8427,436,7195,11260_1_7_8_9_10_19,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,31.000000000000000,NA,NA,31.000000000000000,Recently Burned-Herb and Grass Cover,Grassland
,2002,95,433,7139,11230_10_18,Columbia Plateau Steppe and Grassland,Grassland,50.000000000000000,NA,NA,50.000000000000000,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland
,2005,636,431,7139,11060_10_19,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland,100.000000000000000,434,NA,81.000000000000000,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland
,2006,21,433,7106,11230_10_18,Columbia Plateau Steppe and Grassland,Grassland,50.000000000000000,NA,NA,50.000000000000000,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland
,2007,69,433,7053,11230_10_18,Columbia Plateau Steppe and Grassland,Grassland,50.000000000000000,NA,NA,50.000000000000000,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Conifer
,2013,14,433,7045,11230_10_18,Columbia Plateau Steppe and Grassland,Grassland,50.000000000000000,NA,NA,50.000000000000000,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Conifer
,2025,2443,436,9308,11260_1_7_8_9_10_19,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,31.000000000000000,NA,NA,31.000000000000000,Great Basin & Intermountain Introduced Annual Grassland,Exotic Herbaceous
,2027,971,435,9017,11250_1_7_8_9_10_19,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,59.000000000000000,NA,NA,59.000000000000000,Rocky Mountain Alpine-Montane Wet Meadow,Riparian
,2028,138,425,7106,10560_10_19,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer,180.000000000000000,NA,NA,180.000000000000000,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland
,2032,11016,423,7125,10530_10_19,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Conifer,352.000000000000000,56,17,13.000000000000000,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland
,2033,20,435,9829,11250_1_7_8_9_10_19,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,59.000000000000000,NA,NA,59.000000000000000,Western North American Ruderal Wet Meadow & Marsh,Riparian
,2034,97,431,7195,11060_10_19,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland,100.000000000000000,434,NA,81.000000000000000,Recently Burned-Herb and Grass Cover,Grassland
,2035,28,425,9018,10560_10_19,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer,180.000000000000000,NA,NA,180.000000000000000,Rocky Mountain Cliff Canyon and Massive Bedrock,Sparsely Vegetated
,2036,8,433,7165,11230_10_18,Columbia Plateau Steppe and Grassland,Grassland,50.000000000000000,NA,NA,50.000000000000000,Northern Rocky Mountain Foothill Conifer Wooded Steppe,Conifer
,2037,5,417,9336,10451_10_19,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest - Ponderosa Pine-Douglas-fir,Conifer,147.000000000000000,52,39,19.000000000000000,Great Basin & Intermountain Ruderal Shrubland,Exotic Tree-Shrub
,2040,16952,423,7106,10530_10_19,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Conifer,352.000000000000000,56,17,13.000000000000000,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland
,2041,26281,423,7045,10530_10_19,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Conifer,352.000000000000000,56,17,13.000000000000000,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Conifer
,2042,1222,417,7050,10451_10_19,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest - Ponderosa Pine-Douglas-fir,Conifer,147.000000000000000,52,39,19.000000000000000,Rocky Mountain Lodgepole Pine Forest,Conifer
,2045,30,427,9018,10650_1_8_9_10,Columbia Plateau Scabland Shrubland,Shrubland,249.000000000000000,NA,NA,249.000000000000000,Rocky Mountain Cliff Canyon and Massive Bedrock,Sparsely Vegetated
,2046,18,425,9828,10560_10_19,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer,180.000000000000000,NA,NA,180.000000000000000,Interior Western North American Temperate Ruderal Grassland,Exotic Herbaceous
,2048,59,436,7196,11260_1_7_8_9_10_19,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,31.000000000000000,NA,NA,31.000000000000000,Recently Burned-Shrub Cover,Shrubland
,2050,12,425,9017,10560_10_19,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer,180.000000000000000,NA,NA,180.000000000000000,Rocky Mountain Alpine-Montane Wet Meadow,Riparian
,2051,9,431,9828,11060_10_19,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland,100.000000000000000,434,NA,81.000000000000000,Interior Western North American Temperate Ruderal Grassland,Exotic Herbaceous
,2058,46575,435,7080,11250_1_7_8_9_10_19,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,59.000000000000000,NA,NA,59.000000000000000,Inter-Mountain Basins Big Sagebrush Shrubland,Shrubland
,2066,1,427,7165,10650_1_8_9_10,Columbia Plateau Scabland Shrubland,Shrubland,249.000000000000000,NA,NA,249.000000000000000,Northern Rocky Mountain Foothill Conifer Wooded Steppe,Conifer
,2067,25,425,7967,10560_10_19,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer,180.000000000000000,NA,NA,180.000000000000000,Western Cool Temperate Pasture and Hayland,Agricultural
,2070,2,433,9828,11230_10_18,Columbia Plateau Steppe and Grassland,Grassland,50.000000000000000,NA,NA,50.000000000000000,Interior Western North American Temperate Ruderal Grassland,Exotic Herbaceous
,2071,2716,436,9512,11260_1_7_8_9_10_19,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,31.000000000000000,NA,NA,31.000000000000000,Northern Rocky Mountain Lower Montane Riparian Shrubland,Riparian
,2072,2,440,9017,11390_10_19,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland,17.000000000000000,NA,NA,17.000000000000000,Rocky Mountain Alpine-Montane Wet Meadow,Riparian
,2073,1,425,7165,10560_10_19,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer,180.000000000000000,NA,NA,180.000000000000000,Northern Rocky Mountain Foothill Conifer Wooded Steppe,Conifer
,2077,1,433,7195,11230_10_18,Columbia Plateau Steppe and Grassland,Grassland,50.000000000000000,NA,NA,50.000000000000000,Recently Burned-Herb and Grass Cover,Grassland
,2078,878,431,7165,11060_10_19,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland,100.000000000000000,434,NA,81.000000000000000,Northern Rocky Mountain Foothill Conifer Wooded Steppe,Conifer
,2079,1185,436,7165,11260_1_7_8_9_10_19,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,31.000000000000000,NA,NA,31.000000000000000,Northern Rocky Mountain Foothill Conifer Wooded Steppe,Conifer
,2081,588,435,7165,11250_1_7_8_9_10_19,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,59.000000000000000,NA,NA,59.000000000000000,Northern Rocky Mountain Foothill Conifer Wooded Steppe,Conifer
,2082,2868,431,7106,11060_10_19,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland,100.000000000000000,434,NA,81.000000000000000,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland
,2083,2210,440,7145,11390_10_19,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland,17.000000000000000,NA,NA,17.000000000000000,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland
,2085,6330,446,7967,11590_10_19,Rocky Mountain Montane Riparian Systems,Riparian,100.000000000000000,100,NA,50.000000000000000,Western Cool Temperate Pasture and Hayland,Agricultural
,2091,188,425,7053,10560_10_19,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer,180.000000000000000,NA,NA,180.000000000000000,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Conifer
,2092,1155,417,7145,10451_10_19,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest - Ponderosa Pine-Douglas-fir,Conifer,147.000000000000000,52,39,19.000000000000000,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland
,2094,862,417,9018,10451_10_19,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest - Ponderosa Pine-Douglas-fir,Conifer,147.000000000000000,52,39,19.000000000000000,Rocky Mountain Cliff Canyon and Massive Bedrock,Sparsely Vegetated
,2095,1177,435,9018,11250_1_7_8_9_10_19,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,59.000000000000000,NA,NA,59.000000000000000,Rocky Mountain Cliff Canyon and Massive Bedrock,Sparsely Vegetated
,2096,222,440,7140,11390_10_19,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland,17.000000000000000,NA,NA,17.000000000000000,Northern Rocky Mountain Subalpine-Upper Montane Grassland,Grassland
,2097,10973,436,7145,11260_1_7_8_9_10_19,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,31.000000000000000,NA,NA,31.000000000000000,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland
,2098,534,435,7968,11250_1_7_8_9_10_19,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,59.000000000000000,NA,NA,59.000000000000000,Western Cool Temperate Wheat,Agricultural
,2099,10934,435,7145,11250_1_7_8_9_10_19,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,59.000000000000000,NA,NA,59.000000000000000,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland
,2100,84,435,7140,11250_1_7_8_9_10_19,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,59.000000000000000,NA,NA,59.000000000000000,Northern Rocky Mountain Subalpine-Upper Montane Grassland,Grassland
,2101,532,436,7140,11260_1_7_8_9_10_19,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,31.000000000000000,NA,NA,31.000000000000000,Northern Rocky Mountain Subalpine-Upper Montane Grassland,Grassland
,2105,2149,436,7968,11260_1_7_8_9_10_19,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,31.000000000000000,NA,NA,31.000000000000000,Western Cool Temperate Wheat,Agricultural
,2106,681,423,7195,10530_10_19,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Conifer,352.000000000000000,56,17,13.000000000000000,Recently Burned-Herb and Grass Cover,Grassland
,2107,3918,423,7139,10530_10_19,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Conifer,352.000000000000000,56,17,13.000000000000000,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland
,2114,57,427,7145,10650_1_8_9_10,Columbia Plateau Scabland Shrubland,Shrubland,249.000000000000000,NA,NA,249.000000000000000,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland
,2123,196,423,7196,10530_10_19,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Conifer,352.000000000000000,56,17,13.000000000000000,Recently Burned-Shrub Cover,Shrubland
,2126,5557,423,7145,10530_10_19,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Conifer,352.000000000000000,56,17,13.000000000000000,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland
,2129,1206,440,9018,11390_10_19,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland,17.000000000000000,NA,NA,17.000000000000000,Rocky Mountain Cliff Canyon and Massive Bedrock,Sparsely Vegetated
,2133,1948,446,7145,11590_10_19,Rocky Mountain Montane Riparian Systems,Riparian,100.000000000000000,100,NA,50.000000000000000,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland
,2135,82,425,7145,10560_10_19,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer,180.000000000000000,NA,NA,180.000000000000000,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland
,2136,1278,436,9017,11260_1_7_8_9_10_19,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,31.000000000000000,NA,NA,31.000000000000000,Rocky Mountain Alpine-Montane Wet Meadow,Riparian
,2137,37233,435,7965,11250_1_7_8_9_10_19,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,59.000000000000000,NA,NA,59.000000000000000,Western Cool Temperate Close Grown Crop,Agricultural
,2142,404,417,7169,10451_10_19,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest - Ponderosa Pine-Douglas-fir,Conifer,147.000000000000000,52,39,19.000000000000000,Northern Rocky Mountain Subalpine Deciduous Shrubland,Shrubland
,2150,1590,435,9512,11250_1_7_8_9_10_19,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,59.000000000000000,NA,NA,59.000000000000000,Northern Rocky Mountain Lower Montane Riparian Shrubland,Riparian
